DateTime,High,Low,Average,Volume BTC
2014-09-03 00:00:00,484.09,474.19,478.51,28405.9
2014-09-04 00:00:00,494.40,477.86,484.32,53779.03
2014-09-05 00:00:00,491.67,480.41,486.88,31881.11
2014-09-06 00:00:00,488.88,481.38,484.92,22017.2
2014-09-07 00:00:00,488.68,481.48,485.85,18778.04
2014-09-08 00:00:00,591.03,466.85,475.35,64283.93
2014-09-09 00:00:00,478.93,466.95,472.02,45599.07
2014-09-10 00:00:00,487.97,474.68,481.11,48091.08
2014-09-11 00:00:00,482.88,473.60,478.75,35408.61
2014-09-12 00:00:00,480.19,470.66,476.24,32678.74
2014-09-13 00:00:00,482.68,474.02,478.52,32743.95
2014-09-14 00:00:00,480.75,475.23,478.01,27670.66
2014-09-15 00:00:00,480.52,472.86,477.23,32738.14
2014-09-16 00:00:00,476.11,463.64,471.56,36582.21
2014-09-17 00:00:00,468.74,450.62,460.88,46668.25
2014-09-18 00:00:00,457.35,411.64,440.97,82003.51
2014-09-19 00:00:00,428.63,384.21,406.26,96982.37
2014-09-20 00:00:00,425.39,387.92,410.69,90514.88
2014-09-21 00:00:00,412.78,392.08,401.48,66840.15
2014-09-22 00:00:00,408.02,396.31,402.54,60736.4
2014-09-23 00:00:00,443.97,395.45,408.88,104183.36
2014-09-24 00:00:00,437.26,419.20,426.93,73033.67
2014-09-25 00:00:00,424.32,408.71,413.58,65716.64
2014-09-26 00:00:00,415.58,398.67,406.41,53623.52
2014-09-27 00:00:00,407.34,396.39,402.73,37875.81
2014-09-28 00:00:00,402.54,373.93,392.29,63177.61
2014-09-29 00:00:00,386.55,370.83,378.85,87423.54
2014-09-30 00:00:00,393.76,372.97,381.08,90343.25
2014-10-01 00:00:00,393.34,380.43,385.55,68579.43
2014-10-02 00:00:00,386.69,371.76,380.45,58646.01
2014-10-03 00:00:00,378.12,357.14,370.39,86636.23
2014-10-04 00:00:00,365.29,324.91,347.85,144341.62
2014-10-05 00:00:00,341.82,287.06,317.85,260432.89
2014-10-06 00:00:00,345.76,302.32,325.42,239940.49
2014-10-07 00:00:00,341.33,320.55,331.19,147223.2
2014-10-08 00:00:00,355.17,327.11,338.96,155921.33
2014-10-09 00:00:00,383.28,347.60,363.13,229629.77
2014-10-10 00:00:00,376.03,352.57,363.19,121283.36
2014-10-11 00:00:00,368.60,354.09,361.15,37001.72
2014-10-12 00:00:00,380.35,355.60,363.76,46606.89
2014-10-13 00:00:00,398.52,368.72,379.19,90776.08
2014-10-14 00:00:00,413.65,390.42,402.04,96325.05
2014-10-15 00:00:00,403.33,388.58,395.34,64724.94
2014-10-16 00:00:00,399.56,372.36,388.03,71096.89
2014-10-17 00:00:00,386.32,374.57,381.00,35959.95
2014-10-18 00:00:00,395.73,378.31,386.69,29394.31
2014-10-19 00:00:00,395.14,386.62,390.96,15389.99
2014-10-20 00:00:00,390.90,376.81,384.30,43488.94
2014-10-21 00:00:00,393.32,380.27,386.61,37235.6
2014-10-22 00:00:00,388.94,381.29,385.39,30815.71
2014-10-23 00:00:00,385.36,355.93,369.50,74380.25
2014-10-24 00:00:00,365.28,351.17,358.76,43964.31
2014-10-25 00:00:00,360.09,342.10,351.01,52423.71
2014-10-26 00:00:00,360.06,343.34,352.56,31979.46
2014-10-27 00:00:00,359.78,349.73,355.29,37513.69
2014-10-28 00:00:00,361.19,352.17,357.15,22446.75
2014-10-29 00:00:00,357.46,334.92,348.10,54844.3
2014-10-30 00:00:00,351.42,334.08,339.50,87980.24
2014-10-31 00:00:00,348.48,336.41,342.38,37593.54
2014-11-01 00:00:00,340.65,320.56,330.68,51509.38
2014-11-02 00:00:00,330.42,320.49,325.78,26580.97
2014-11-03 00:00:00,335.23,325.10,329.39,40108.78
2014-11-04 00:00:00,333.14,324.41,328.53,47955.6
2014-11-05 00:00:00,343.72,330.05,338.12,59039.63
2014-11-06 00:00:00,353.15,337.14,343.26,54329.49
2014-11-07 00:00:00,353.43,341.38,345.94,49804.13
2014-11-08 00:00:00,347.54,341.51,344.54,24917.57
2014-11-09 00:00:00,364.02,344.02,351.33,66936.8
2014-11-10 00:00:00,374.98,356.61,365.56,83694.78
2014-11-11 00:00:00,371.90,363.27,367.84,43743.11
2014-11-12 00:00:00,432.26,367.05,394.86,109128.08
2014-11-13 00:00:00,458.06,396.57,431.16,140728.78
2014-11-14 00:00:00,420.65,383.95,397.25,74832.01
2014-11-15 00:00:00,406.14,369.89,387.30,41155.73
2014-11-16 00:00:00,391.41,374.18,384.05,32611.84
2014-11-17 00:00:00,410.88,376.70,396.79,107667.02
2014-11-18 00:00:00,392.68,371.02,382.01,86422.27
2014-11-19 00:00:00,387.54,374.36,380.05,50094.64
2014-11-20 00:00:00,382.21,355.90,366.77,71050.6
2014-11-21 00:00:00,357.99,343.83,352.39,85855.27
2014-11-22 00:00:00,365.10,350.68,357.49,43467.95
2014-11-23 00:00:00,371.28,352.54,359.64,41606.81
2014-11-24 00:00:00,387.75,366.17,375.52,82685.52
2014-11-25 00:00:00,395.01,375.07,383.65,77850.76
2014-11-26 00:00:00,379.48,367.11,373.07,59273.03
2014-11-27 00:00:00,376.02,369.75,372.72,29095.77
2014-11-28 00:00:00,383.33,359.13,370.53,82924.29
2014-11-29 00:00:00,387.96,372.93,379.08,104922.6
2014-11-30 00:00:00,398.07,374.99,378.90,28406.49
2014-12-01 00:00:00,385.18,377.78,381.05,35911.44
2014-12-02 00:00:00,385.79,378.77,382.46,40920.39
2014-12-03 00:00:00,384.81,375.64,380.02,46116.47
2014-12-04 00:00:00,380.17,369.63,375.50,51649.87
2014-12-05 00:00:00,380.83,367.16,374.10,51784.37
2014-12-06 00:00:00,379.85,371.73,376.15,26826.71
